id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
55734,e,6.21,x,,n,f,x,c,w,6.33,9.52,b,,n,,w,t,,,g,s
55735,p,15.02,f,g,o,f,e,,w,18.01,17.33,s,y,w,u,w,t,g,,d,a
55736,e,14.59,x,e,n,t,e,,w,10.31,17.47,,,w,,,t,,,g,a
55737,p,1.35,b,h,n,f,a,,n,3.79,1.36,,t,n,,,f,f,,g,s
55738,p,3.41,o,,w,f,f,f,f,5.9,28.24,,g,w,,,t,f,,p,u
55739,e,6.02,x,s,n,f,x,c,w,6.77,9.72,,s,n,,,f,f,,l,a
55740,p,9.67,f,y,e,f,s,,y,8.93,18.03,,y,u,,,f,f,,d,a
55741,e,8.62,x,h,y,f,p,,y,7.77,15.55,,,y,,y,t,,,d,a
55742,e,10.34,p,s,w,f,e,c,p,20.58,12.01,,s,w,,,t,e,,d,s
55743,p,8.59,x,y,w,t,,,n,7.72,12.8,s,,w,,,t,l,,d,a
55744,p,22.84,f,g,k,f,p,,y,6.3,45.01,,,n,,,f,f,,d,a
55745,p,2.52,o,,g,f,f,f,f,2.96,12.89,,g,n,,,f,f,,d,a
55746,p,2.55,x,g,n,f,a,,w,7.29,2.51,,,n,,,f,f,,d,u
55747,e,7.06,x,l,w,f,d,,w,3.7,10.68,,,w,,,f,f,,g,a
55748,p,4.03,b,t,l,f,s,c,n,6.14,7.86,,y,l,,,t,e,u,m,a
55749,e,7.38,x,s,k,f,a,c,w,4.71,15.11,,,w,,,f,f,,d,u
55750,p,8.77,b,y,n,f,,,p,17.3,18.82,,,w,,,f,f,,d,a
55751,e,11.24,s,,w,t,d,c,w,6.59,25.68,,,w,,,f,f,,d,a
55752,p,5.32,x,h,o,f,a,c,y,6.47,8.7,,g,o,,,f,f,,g,a
55753,e,5.73,x,h,n,f,x,c,n,5.72,6.45,,s,n,,,t,r,,d,a
55754,p,3.61,c,k,w,t,x,c,r,4.39,10.73,,,w,,,f,f,,d,s
55755,p,8.05,s,t,n,f,x,c,y,6.35,17.15,,,y,,,f,f,,d,u
55756,e,6.31,s,l,g,f,d,,p,4.22,8.83,,,w,,,f,f,,d,a
55757,p,0.77,x,g,p,f,a,,n,4.15,1.02,,s,k,,,f,f,,d,u
55758,p,11.07,x,t,n,t,d,c,n,5.36,13.43,,,n,,,f,f,,h,u
55759,p,2.85,c,,w,f,a,c,p,3.81,3.6,,i,u,,,f,f,,p,u
55760,p,3.25,f,w,n,t,d,c,y,4.05,6.64,,,n,,,f,f,,d,u
55761,p,11.44,f,,n,f,x,c,w,12.35,13.64,r,i,w,,,f,f,,d,a
55762,p,2.95,b,y,n,f,,c,u,6.3,4.65,s,s,w,,,f,f,,d,u
55763,p,8.24,x,,n,f,p,,w,12.24,32.46,c,,n,,,f,f,w,d,u
55764,e,5.71,x,,w,f,e,,w,6.19,12.83,b,,y,u,w,t,g,,d,u
55765,e,7.19,f,y,n,f,e,c,p,4.9,13.62,,,w,,,t,l,,w,a
55766,e,3.31,f,s,w,f,d,d,w,3.75,5.98,,,w,,,f,f,,g,a
55767,p,6.22,x,t,e,f,x,d,w,4.89,16.33,b,,w,,,f,f,,d,u
55768,e,3.54,s,,n,f,f,f,f,5.99,6.78,,,o,,,f,f,,d,a
55769,e,7.74,x,t,n,f,p,,y,8.1,14.33,,,y,,y,t,,,d,a
55770,e,10.92,s,,l,f,s,c,b,7.09,21.81,,,b,,,f,f,,l,w
55771,e,4.04,x,,r,f,a,,r,6.2,7.86,,,l,,,f,f,,l,u
55772,e,5.9,x,d,e,t,p,,y,5.72,11.85,,,y,,,f,f,,d,a
55773,p,4.17,f,w,e,f,x,,w,11.88,6.86,r,g,n,,,f,f,,d,u
55774,e,5.29,x,t,g,f,a,d,n,6.34,5.09,,t,g,,,t,l,,d,w
55775,e,3.49,x,h,n,f,,c,n,7.26,6.79,,s,w,,w,f,f,k,d,a
55776,e,3.33,x,,y,f,a,c,y,2.89,9.6,,,w,,,f,f,,d,a
55777,p,2.87,b,y,n,f,,c,w,5.52,4.51,s,s,w,,,f,f,,d,a
55778,p,5.72,x,,w,f,,c,r,3.79,12.36,,,w,,,f,f,,d,a
55779,p,18.53,s,k,w,t,d,d,n,5.6,26.15,,,w,,,f,f,,d,a
55780,p,17.85,s,k,n,f,d,c,y,6.32,36.26,,,y,,,f,f,,d,w
55781,e,3.64,s,d,p,t,d,c,p,4.97,6.84,,,g,,,f,f,,d,u
55782,e,8.43,f,e,b,f,,c,b,5.07,20.97,,,w,,,t,f,,d,a
55783,e,4.6,x,t,n,f,d,,o,6.33,7.65,,t,w,,,f,f,,d,w
55784,e,3.24,x,k,n,f,p,,n,4.09,9.86,,,n,,,f,f,,d,a
55785,e,8.0,x,,g,f,a,,w,8.04,14.27,,,w,,,f,f,,g,a
55786,e,8.77,x,h,n,t,p,,y,7.06,21.83,,,n,,,f,f,,d,u
55787,e,17.9,s,k,n,f,d,c,y,6.32,37.52,,k,n,,,f,f,,d,u
55788,p,3.88,f,w,o,t,d,c,n,3.46,5.91,,,n,,,f,f,,d,u
55789,p,2.87,f,d,n,f,x,c,w,4.21,2.62,b,,n,,,f,f,,d,u
55790,p,5.51,f,,y,f,s,d,y,5.54,12.6,,i,y,,,f,f,,d,a
55791,p,2.73,x,g,e,f,a,,w,6.77,2.56,,,w,,,f,f,,d,u
55792,e,3.49,b,g,w,f,x,d,p,4.06,2.85,,,y,,,f,f,,g,a
55793,p,11.86,o,,e,f,f,f,f,4.03,25.65,,g,n,,,f,f,,d,u
55794,e,5.06,o,,n,f,f,f,f,5.47,20.39,,,n,,,f,f,,l,s
55795,e,5.29,o,,n,f,f,f,f,7.39,59.72,,,n,,,f,f,g,l,a
55796,p,6.24,x,g,n,f,e,,w,6.75,11.95,,y,w,u,w,t,p,,d,u
55797,e,4.87,f,h,n,f,a,d,w,6.33,5.18,,k,o,,,f,f,,d,s
55798,e,2.24,b,g,n,f,a,d,g,4.81,3.16,,s,n,,,f,f,,d,a
55799,e,1.41,x,g,y,f,a,,w,6.23,2.25,,,y,,,f,f,,d,u
55800,e,3.54,x,h,n,f,,c,n,6.09,6.28,,s,w,,w,f,f,k,d,u
55801,p,12.78,f,d,n,f,d,c,y,5.09,24.89,,k,n,,,f,f,,d,a
55802,e,3.65,s,,n,f,f,f,f,6.49,6.82,,,y,,,f,f,,d,a
55803,p,3.17,x,g,n,f,a,,p,7.55,2.59,,,n,,,f,f,,d,a
55804,e,4.12,x,,r,f,a,,r,5.25,7.45,,,r,,,f,f,,l,u
55805,p,2.87,f,w,o,t,d,c,n,3.55,5.97,,,n,,,f,f,,d,u
55806,p,2.64,b,h,n,f,,,k,9.08,6.7,,,w,,,t,,k,g,u
55807,p,8.21,x,y,w,t,,,k,8.47,13.93,,,w,,,t,l,,g,u
55808,e,2.77,s,y,n,f,a,c,p,8.07,3.94,,i,n,,,f,f,,h,u
55809,e,3.88,x,s,w,f,d,d,w,4.56,6.14,,,w,,,f,f,,g,w
55810,e,6.34,s,,n,f,d,c,w,5.51,8.54,,s,w,,,f,f,,d,a
55811,e,0.81,f,g,e,t,a,,w,4.55,1.07,,,n,,,f,f,,h,u
55812,e,11.24,s,t,p,t,d,c,o,6.26,17.01,,,w,,,f,f,,d,u
55813,p,8.56,x,i,n,f,a,,n,10.17,17.63,s,,n,,e,f,f,,d,a
55814,e,0.55,c,g,e,t,a,,p,4.71,0.92,,,n,,,f,f,,h,u
55815,p,15.26,x,h,n,t,p,,e,10.18,30.62,c,,y,,,f,f,,d,a
55816,p,3.28,b,s,y,f,,c,y,6.41,6.52,,,y,u,w,t,z,k,d,a
55817,e,3.5,x,,y,f,a,c,y,2.85,7.74,,,w,,,f,f,,d,u
55818,p,4.18,c,i,y,f,,c,r,6.72,8.41,,,w,,,f,f,,d,a
55819,p,7.69,x,i,n,f,a,c,n,9.07,8.38,,i,n,,k,t,z,k,d,a
55820,p,5.24,s,,n,t,d,c,p,6.01,5.92,,,e,,,f,f,,d,u
55821,p,2.5,x,g,e,f,a,,w,7.12,2.45,,,w,,,f,f,,d,u
55822,p,7.03,s,t,n,f,x,c,y,5.92,15.63,,,y,,,f,f,,d,a
55823,p,2.06,p,t,n,f,a,c,n,7.03,2.65,,t,y,,,t,e,,m,s
55824,p,0.73,x,g,o,f,,,y,3.47,0.78,,,w,,,f,f,,d,a
55825,p,1.43,b,h,n,f,a,,n,4.07,1.39,,t,n,,,f,f,,h,a
55826,p,6.35,p,s,g,f,,,g,12.47,13.31,,s,w,,,t,z,,g,w
55827,p,6.74,x,t,n,f,s,,g,5.42,7.23,,y,n,,,f,f,,d,w
55828,e,4.21,x,h,o,f,a,d,w,6.95,5.45,,s,o,,,f,f,,d,s
55829,e,9.18,f,,l,f,d,c,y,2.34,15.52,,,w,,,f,f,,d,a
55830,p,4.03,b,w,y,f,a,,r,5.07,5.5,,t,y,,,f,f,,m,u
55831,e,7.17,x,h,y,t,x,c,y,7.77,13.93,,,w,,,f,f,,d,a
55832,e,5.85,x,h,n,f,p,d,y,6.04,11.81,,s,n,,,f,f,,d,a
55833,e,7.52,x,d,n,t,p,,r,5.71,11.96,,,y,,,f,f,,d,u
55834,e,7.79,x,,n,t,p,,g,10.65,26.74,,y,w,,,f,f,,d,u
55835,p,9.95,s,k,n,f,d,c,y,5.15,27.56,,k,k,,,f,f,,d,u
55836,p,9.62,f,,n,f,x,c,w,10.62,12.69,r,i,w,,,f,f,,h,a
55837,p,2.33,b,g,o,f,,c,n,6.07,3.18,,,n,,,f,f,,m,a
55838,p,3.34,f,d,p,f,a,,y,5.1,6.94,,t,r,,,f,f,,g,u
55839,p,4.36,x,h,n,f,,c,k,6.71,7.27,,s,w,,w,f,f,k,d,a
55840,p,5.82,c,i,y,f,,c,n,6.09,7.34,,,w,,,f,f,,d,a
55841,p,6.44,x,,g,f,d,c,y,5.53,9.93,b,,n,,,f,f,,d,w
55842,p,9.24,f,,w,f,x,c,w,9.65,10.1,r,i,w,,,f,f,,h,u
55843,e,5.98,f,s,w,f,e,c,n,4.38,12.16,,,w,,w,t,e,,g,u
55844,e,8.08,x,,n,t,,,w,6.35,15.29,b,,w,u,w,t,g,,d,a
55845,p,6.22,s,,e,t,d,c,p,6.75,6.54,,,n,,,f,f,,d,u
55846,p,0.62,x,,o,f,d,,o,4.63,2.49,,,o,,,f,f,w,g,u
55847,e,1.84,x,g,n,f,d,,w,7.84,2.3,,t,y,,,f,f,,h,a
55848,p,3.64,x,t,n,f,s,c,n,6.29,9.87,,,w,,n,t,z,,d,u
55849,e,5.75,f,i,n,f,e,c,n,4.17,11.97,,,w,,,t,l,,w,a
55850,e,8.14,x,d,w,f,s,c,w,7.98,15.58,,,w,,,f,f,,d,s
55851,p,7.75,x,g,n,f,e,,w,9.09,17.99,,y,w,u,w,t,p,,d,a
55852,p,6.39,s,d,e,t,d,c,y,6.75,8.67,,,n,,,f,f,,d,u
55853,e,6.51,s,s,o,f,d,d,o,5.02,12.09,,,w,,,f,f,,g,w
55854,e,2.03,f,y,n,f,a,d,p,6.32,3.57,,i,n,,,f,f,,l,u
55855,p,1.92,x,i,k,f,a,,p,3.79,2.46,,,w,,,f,f,p,d,u
55856,p,18.8,x,d,y,f,a,,y,13.94,24.7,r,,w,,,t,r,n,d,a
55857,e,11.63,s,,w,t,d,c,y,5.91,24.7,,,w,,,f,f,,d,a
55858,e,7.12,f,,n,f,x,c,w,6.12,17.01,,s,w,,,f,f,,d,a
55859,e,8.79,s,s,b,f,d,d,b,5.68,10.48,,,w,,,f,f,,m,w
55860,e,11.26,x,t,n,t,p,,y,8.94,23.08,,,n,,,f,f,,d,u
55861,p,4.44,f,k,n,f,s,,p,3.97,3.21,,,n,,,f,f,p,g,a
55862,e,6.55,x,y,n,f,e,c,w,5.93,9.9,,y,n,,,f,f,,d,a
55863,p,4.16,x,,w,f,,c,r,2.84,11.4,,,w,,,f,f,,d,a
55864,p,8.3,o,,e,f,f,f,f,3.12,23.55,,g,n,,,f,f,,d,a
55865,p,6.84,x,y,w,t,,,p,7.74,13.76,s,,w,,,t,l,,g,u
55866,e,1.37,c,g,n,f,a,,g,4.76,1.54,,,g,,,f,f,,l,u
55867,p,5.99,x,,n,f,d,c,w,5.62,10.68,b,,n,,,f,f,,l,a
55868,e,1.45,x,s,y,f,d,,w,6.07,1.8,,t,y,,,f,f,,d,u
55869,e,6.53,x,s,n,f,x,c,w,7.27,10.45,,s,n,,,f,f,,l,a
55870,p,1.58,b,h,n,f,a,,n,4.25,1.5,,t,n,,,f,f,,g,u
55871,p,6.42,s,d,n,t,d,c,n,5.76,8.68,,,n,,,f,f,,h,a
55872,p,3.28,f,w,n,t,d,c,y,4.27,6.48,,,n,,,f,f,,d,a
55873,p,2.12,b,g,o,f,,c,n,5.38,2.79,,,n,,,f,f,,m,s
55874,p,9.91,x,e,n,f,a,,n,11.22,15.95,s,,n,,n,f,f,,h,a
55875,p,10.61,f,s,n,f,d,c,y,3.59,29.47,,k,n,,,f,f,,d,u
55876,p,4.42,f,l,n,f,x,d,e,5.26,4.95,,,y,,,f,f,,l,a
55877,e,4.81,x,s,e,f,a,c,o,4.59,6.52,,,o,,,f,f,,g,w
55878,e,3.02,s,,y,f,f,f,f,6.23,6.38,,,y,,,f,f,,d,a
55879,p,1.39,b,h,n,f,a,,n,3.97,1.45,,t,n,,,f,f,,d,u
55880,e,7.71,x,,n,t,,,w,6.11,12.91,b,,w,u,w,t,g,,d,a
55881,p,9.59,f,y,e,f,s,c,y,7.97,15.84,,y,u,,,f,f,,d,a
55882,e,8.69,f,s,k,f,a,c,w,4.78,17.08,,,w,,,f,f,,d,a
55883,p,8.33,p,y,n,f,,,k,15.63,17.61,,,w,,,f,f,,d,a
55884,e,11.4,f,s,n,f,x,,n,5.93,21.41,,,n,,,f,f,,d,a
55885,e,8.49,x,,n,t,p,,g,11.83,26.16,,y,w,,,f,f,,d,u
55886,p,5.2,c,k,y,t,x,c,r,5.05,11.88,,,w,,,f,f,,g,a
55887,p,9.59,x,i,n,f,a,,n,12.2,17.34,s,,n,,n,f,f,,h,a
55888,e,1.7,x,t,y,f,a,,w,6.74,2.5,,t,y,,,f,f,,g,u
55889,p,9.33,x,i,n,f,a,,n,11.24,17.34,s,,n,,n,f,f,,h,a
55890,e,5.51,x,h,n,f,x,c,n,6.55,6.46,,s,n,,,t,r,,d,a
55891,p,5.91,s,k,n,f,p,,n,4.6,5.67,,k,n,,,t,f,,d,u
55892,e,3.74,f,t,n,f,d,,o,5.88,6.56,,t,o,,,f,f,,d,a
55893,p,10.39,o,,n,f,f,f,f,3.74,25.73,,g,n,,,f,f,,d,s
55894,p,3.22,s,s,g,f,d,c,w,3.28,7.43,,,w,,,f,f,,g,a
55895,p,3.04,b,d,r,f,a,,r,4.84,5.62,,t,y,,,f,f,,d,u
55896,p,5.79,x,s,n,f,s,,g,5.63,7.04,,y,n,,,f,f,,d,u
55897,p,13.54,f,d,n,f,d,c,y,5.35,29.86,,k,k,,,f,f,,d,u
55898,e,5.0,x,h,n,f,x,c,n,5.18,5.67,,y,n,,,t,r,,d,u
55899,p,4.89,s,d,o,f,d,c,o,3.4,6.47,,,y,,,f,f,,h,u
55900,p,1.66,b,h,n,f,a,,n,5.65,1.83,,t,n,,,f,f,,g,a
55901,e,3.33,b,y,n,f,,c,k,6.63,4.52,,,w,,,f,f,,d,u
55902,e,2.39,x,,b,f,,d,u,5.92,4.62,,,w,,,f,f,,d,a
55903,p,3.28,x,h,l,f,s,c,n,6.06,7.47,,y,w,,,t,e,k,g,u
55904,p,10.34,s,t,n,t,d,c,n,6.06,15.55,,,n,,,f,f,,d,u
55905,p,7.17,x,y,w,t,,,g,9.09,16.87,s,,w,,,t,l,,g,u
55906,p,11.11,x,e,y,t,p,,e,8.1,25.28,,,e,,,f,f,,d,a
55907,p,1.88,x,y,o,f,d,,y,3.49,4.8,,,y,,,f,f,,h,u
55908,p,3.83,o,,w,f,f,f,f,6.22,35.69,,g,w,,,t,f,,d,u
55909,p,13.5,f,,n,f,e,,w,10.8,14.5,,,w,u,w,t,g,,d,a
55910,p,1.79,f,t,y,f,,,n,7.27,2.77,,,y,,,f,f,,g,a
55911,e,5.98,x,d,w,f,s,c,w,6.06,30.04,,,w,,,f,f,,m,s
55912,p,6.2,s,t,r,t,d,,g,4.33,12.05,,t,g,,,f,f,,d,a
55913,e,1.61,c,g,n,f,a,,g,5.18,1.58,,,g,,,f,f,,l,a
55914,p,4.3,f,y,w,f,e,c,w,4.15,3.7,,k,w,,,t,e,,m,u
55915,e,9.34,p,i,n,t,e,,p,8.68,17.26,,y,w,,,t,p,,d,a
55916,p,3.05,b,w,r,f,a,,y,5.59,6.92,,t,y,,,f,f,,m,u
55917,p,3.15,f,s,o,f,a,,y,4.4,6.16,,,y,,,f,f,,g,a
55918,p,1.2,x,s,y,f,d,c,y,3.57,6.54,,,y,,,f,f,,d,a
55919,p,1.25,b,h,n,f,a,,n,4.24,1.26,,t,n,,,f,f,,d,a
55920,e,3.15,x,,b,f,,d,u,6.49,4.41,,,w,,,f,f,,d,a
55921,e,1.34,x,g,n,f,d,,w,5.51,1.98,,t,y,,,f,f,,h,u
55922,p,3.51,f,y,p,f,e,c,w,4.09,3.48,,k,w,,,t,e,,d,u
55923,p,10.11,o,,n,f,f,f,f,3.86,26.37,,g,n,,,f,f,,d,u
55924,e,3.13,x,h,n,f,,c,n,6.39,6.59,,s,w,,w,f,f,k,d,u
55925,e,3.75,s,l,n,f,f,f,f,7.33,46.97,,,n,,,f,f,g,l,u
55926,p,7.03,s,w,p,f,s,c,p,3.48,8.98,,,p,,,f,f,,d,a
55927,e,1.5,x,t,n,f,d,,w,5.93,1.95,,t,y,,,f,f,,h,u
55928,e,9.21,f,d,w,f,s,c,w,5.69,27.03,,,w,,,f,f,,m,s
55929,p,9.22,o,,e,f,f,f,f,3.21,25.92,,g,n,,,f,f,,d,s
55930,p,1.28,b,h,n,f,a,,n,3.96,1.56,,t,n,,,f,f,,d,s
55931,p,8.15,x,i,n,f,a,c,k,7.96,7.8,,i,n,,k,t,z,k,g,a
55932,e,5.06,x,t,n,f,a,d,n,6.09,4.48,,t,w,,,t,l,,d,w
55933,p,8.31,p,y,n,f,,,k,15.27,18.49,,,w,,,f,f,,d,a
55934,p,11.0,x,i,y,f,a,,o,11.18,24.22,r,,y,,,t,r,n,d,a
55935,p,7.41,f,t,n,f,x,c,y,6.65,16.63,,,y,,,f,f,,d,u
55936,e,1.32,x,w,n,f,,d,g,4.8,2.36,,,w,,,f,f,,g,w
55937,p,11.98,x,k,n,t,p,,e,9.91,34.1,c,,y,,,f,f,,d,u
55938,e,4.22,x,t,o,f,p,,n,6.15,10.89,,,e,,,f,f,,d,a
55939,p,1.14,f,s,y,f,f,f,f,3.73,5.37,,,y,,,f,f,,d,a
55940,e,11.29,f,y,n,f,,,w,6.82,24.59,b,,n,,w,t,e,,d,a
55941,e,8.54,x,,n,f,a,,w,8.25,14.66,,,w,,,f,f,,g,a
55942,e,3.18,x,d,o,f,a,c,o,3.44,6.14,,,o,,,f,f,,m,u
55943,p,7.96,x,,g,t,a,,n,7.62,13.78,s,,n,,u,f,f,,d,a
55944,p,2.79,b,,g,f,a,,g,8.13,2.39,,,g,,w,f,f,k,g,u
55945,p,4.13,x,,n,f,x,c,p,7.91,4.06,,,p,,,f,f,,d,a
55946,p,3.14,f,d,n,f,x,d,w,4.14,2.81,b,i,n,,,f,f,,l,a
55947,e,5.48,f,,n,f,d,c,w,4.94,7.28,,s,w,,,f,f,,d,a
55948,p,0.86,x,g,w,f,a,d,w,2.98,1.4,,,n,,,f,f,,d,a
55949,p,11.26,s,t,n,t,d,c,p,7.92,19.41,,,p,,,f,f,,d,u
55950,p,4.37,x,h,o,f,a,c,n,5.51,6.57,,y,n,,,t,z,,d,a
55951,p,1.46,b,h,n,f,a,,n,4.34,1.44,,t,n,,,f,f,,d,u
55952,e,7.04,x,d,n,t,p,,r,5.41,11.87,,,y,,,f,f,,d,a
55953,e,7.41,x,w,y,f,f,f,f,6.07,14.44,,,y,,,f,f,,d,u
55954,p,13.93,f,d,n,f,d,c,y,6.15,34.2,,k,n,,,f,f,,d,a
55955,e,12.19,x,h,n,t,p,,y,8.34,22.72,,,n,,,f,f,,d,a
55956,e,1.66,x,g,n,f,d,,w,6.28,2.15,,t,y,,,f,f,,d,a
55957,e,9.58,x,y,y,f,,,w,6.89,24.79,b,,n,,w,t,e,,d,a
55958,p,9.08,f,d,n,t,d,c,w,7.16,11.72,,,n,,,f,f,,d,a
55959,p,1.48,x,k,n,f,,,n,4.05,1.6,,,n,,,f,f,,d,u
55960,e,8.85,x,s,n,f,e,c,w,6.59,9.72,,i,w,,,f,f,p,d,s
55961,p,0.67,f,,o,f,d,,o,4.1,0.99,,,o,,,f,f,w,g,u
55962,e,4.93,x,,r,f,a,,r,6.58,7.88,,,r,,,f,f,,l,u
55963,p,9.1,o,,e,f,f,f,f,3.28,23.75,,g,n,,,f,f,,d,s
55964,e,4.73,x,,w,f,x,c,n,8.05,9.79,b,,w,,w,t,,,d,u
55965,p,20.97,s,d,n,f,d,c,y,6.12,42.62,,k,n,,,f,f,,d,u
55966,e,6.53,x,,w,f,e,,w,5.67,12.7,b,,y,u,y,t,g,,d,u
55967,p,2.73,f,y,n,f,a,,w,5.48,3.3,,y,y,,,t,r,,g,u
55968,e,5.29,x,,w,f,x,c,w,8.47,11.5,b,,n,,w,t,,,d,s
55969,e,12.04,x,h,n,t,p,,y,8.56,22.06,,,n,,,f,f,,d,a
55970,e,1.36,c,g,n,f,a,,g,3.9,1.66,,,g,,,f,f,,g,a
55971,p,3.21,o,,g,f,f,f,f,3.53,14.32,,g,g,,,f,f,,d,u
55972,p,7.93,x,y,w,t,,,p,8.25,15.68,,y,w,,,t,l,,d,a
55973,e,3.71,x,t,n,f,d,,o,5.99,7.45,,t,o,,,f,f,,d,a
55974,p,2.51,b,t,n,f,,,k,9.0,6.06,,,w,,,t,,k,g,w
55975,e,17.56,f,s,n,f,a,d,k,6.54,21.1,,,w,,,f,f,w,d,u
55976,e,5.87,f,s,b,f,x,c,w,6.4,8.82,,s,n,,,f,f,,l,a
55977,p,5.05,c,i,y,f,,c,r,6.4,7.69,,,w,,,f,f,,d,a
55978,p,9.3,x,,g,t,x,,u,9.01,19.34,s,,g,,u,f,f,,d,u
55979,p,8.4,x,i,n,f,a,c,n,8.54,8.18,,i,n,,k,t,z,k,g,a
55980,e,7.41,x,s,w,f,s,c,w,8.3,31.94,,,w,,,f,f,,m,u
55981,p,3.17,o,,g,f,f,f,f,3.76,15.52,,g,n,,,f,f,,d,u
55982,e,5.81,x,s,o,f,e,,n,7.16,8.94,,,w,,,f,f,,d,u
55983,e,6.18,p,h,n,f,e,,w,11.23,11.66,,s,w,u,w,f,f,,d,a
55984,e,3.1,f,d,p,t,d,c,p,3.75,5.83,,,n,,,f,f,,d,u
55985,e,7.59,x,d,b,f,d,d,w,5.93,12.4,,,w,,,f,f,,g,a
55986,p,1.13,b,t,y,f,,c,g,3.88,2.85,,,n,,,t,f,,m,u
55987,p,6.35,f,k,y,f,p,,n,5.49,7.11,,k,n,,,t,f,,d,a
55988,p,5.17,b,h,n,f,,,n,11.23,6.26,,,w,,,t,,k,g,a
55989,p,4.16,f,l,n,f,x,d,y,5.67,5.08,,,n,,,f,f,,d,a
55990,e,4.71,f,y,g,f,s,,y,5.04,7.29,,,w,,,f,f,,d,u
55991,e,2.87,b,y,n,f,,c,n,6.29,2.71,,,w,,,f,f,,d,s
55992,p,4.83,x,y,r,f,s,c,g,6.4,7.06,,y,w,,,t,e,k,g,a
55993,e,5.55,x,h,n,f,x,c,n,5.12,5.5,,y,n,,,t,r,,d,w
55994,e,1.49,c,g,n,f,a,,w,5.12,1.49,,,g,,,f,f,,l,u
55995,p,7.92,b,t,w,f,e,c,w,12.86,12.58,,y,w,u,w,t,e,,d,u
55996,e,10.11,p,y,w,f,e,c,k,17.56,12.38,,s,w,,,t,e,,g,u
55997,p,8.33,s,t,n,t,d,,g,4.94,12.97,,,g,,,f,f,,d,a
55998,p,1.55,b,h,n,f,a,,n,4.19,1.51,,t,n,,,f,f,,h,a
55999,e,9.48,x,e,y,f,x,c,w,6.99,17.86,,,w,,,f,f,,d,a
56000,e,4.8,f,y,g,f,s,,g,4.71,7.68,,,w,,,f,f,,d,u
56001,p,4.82,s,k,y,f,p,,n,3.8,4.42,,k,n,,,t,f,,d,a
56002,p,8.03,f,h,e,f,x,d,w,7.16,17.11,b,,w,,,f,f,,d,a
56003,p,3.02,f,w,n,t,d,c,y,3.77,5.27,,,n,,,f,f,,d,u
56004,e,8.79,x,s,n,f,e,c,w,5.85,9.85,,i,w,,,f,f,p,d,a
56005,p,9.34,x,,n,f,x,c,w,10.8,12.09,r,i,w,,,f,f,,h,a
56006,p,9.84,x,w,p,f,s,c,p,4.69,10.29,,,p,,,f,f,,d,a
56007,p,7.57,s,t,n,f,x,c,y,6.48,12.81,,,y,,,f,f,,d,a
56008,p,6.85,f,,g,f,d,c,w,6.16,12.9,b,,n,,,f,f,,d,w
56009,p,6.83,x,,n,f,d,c,w,6.47,11.8,b,,n,,,f,f,,d,a
56010,e,5.32,b,h,k,f,s,d,g,6.31,10.66,,s,g,,,f,f,,d,a
56011,p,8.3,f,,w,f,x,c,w,10.68,12.87,r,i,w,,,f,f,,d,a
56012,e,5.05,x,s,o,f,p,,n,7.14,13.38,,,e,,,f,f,,d,u
56013,p,3.67,x,t,o,f,a,c,y,5.93,6.65,,g,o,,,f,f,,g,a
56014,p,8.96,o,,e,f,f,f,f,3.88,25.37,,g,n,,,f,f,,d,s
56015,p,4.2,x,t,o,f,a,c,n,4.74,6.73,,y,o,,,t,z,,d,a
56016,e,5.28,s,l,n,f,f,f,f,5.32,37.67,,,n,,,f,f,g,d,u
56017,p,1.39,x,,n,f,,,n,4.77,2.49,,s,n,,,f,f,k,g,a
56018,p,5.18,p,y,n,f,,,k,11.26,12.56,,s,w,,,t,z,,g,s
56019,p,8.71,s,t,p,t,d,c,p,8.54,15.81,,,p,,,t,f,,d,a
56020,p,8.32,f,y,u,f,s,c,p,6.87,15.95,,y,y,,,f,f,,d,a
56021,p,7.02,s,d,n,t,d,c,n,7.17,8.87,,,e,,,f,f,,d,a
56022,p,8.28,f,w,p,f,s,c,p,4.89,10.34,,,p,,,f,f,,d,w
56023,e,15.71,f,y,n,t,e,,n,12.68,18.79,s,,w,,,t,l,,m,a
56024,p,0.85,s,t,y,f,,c,g,3.21,2.41,,,n,,,t,f,,g,a
56025,p,9.09,o,k,o,f,,c,y,1.63,16.47,,,n,,,f,f,,d,w
56026,p,0.61,x,g,y,f,,,y,3.4,0.67,,,y,,,f,f,,d,u
56027,p,6.14,x,s,n,t,s,d,r,3.61,12.87,r,y,w,,,f,f,,d,u
56028,p,4.48,s,d,y,f,d,c,o,4.66,6.56,,,y,,,f,f,,d,a
56029,p,8.27,x,t,e,f,x,d,w,5.57,17.63,b,,w,,,f,f,,d,a
56030,e,16.05,p,y,n,f,,,w,8.81,25.87,s,,n,,,t,m,,d,u
56031,e,3.79,s,l,n,f,f,f,f,5.83,37.28,,,n,,,f,f,g,d,a
56032,p,8.78,x,i,n,f,a,,n,8.41,11.71,s,,n,,e,f,f,,h,a
56033,e,1.01,b,g,w,f,,,g,2.97,1.62,,,w,,,f,f,,d,s
56034,e,6.41,f,s,w,f,e,c,n,5.0,12.82,,,w,,w,t,e,,g,a
